source,target,weight,timestamp,year_month,source_tech,target_tech
43,19,0.23,2025-12-01,2025-12,JavaScript,Go
36,31,0.63,2025-12-01,2025-12,Python,Python
26,48,0.75,2025-12-01,2025-12,C++,C++
48,3,0.34,2025-12-01,2025-12,C++,JavaScript
48,10,0.41,2025-12-01,2025-12,C++,JavaScript
19,33,0.19,2025-12-01,2025-12,Go,C++
24,13,0.18,2025-12-01,2025-12,Rust,Java
35,27,0.2,2025-12-01,2025-12,Python,JavaScript
1,50,0.27,2025-12-01,2025-12,C++,JavaScript
49,37,0.26,2025-12-01,2025-12,C++,Go
13,22,0.17,2025-12-01,2025-12,Java,Go
1,50,0.42,2025-12-01,2025-12,C++,JavaScript
17,42,0.38,2025-12-01,2025-12,Java,TypeScript
2,25,0.44,2025-12-01,2025-12,TypeScript,Go
10,44,0.41,2025-12-01,2025-12,JavaScript,C++
12,30,0.31,2025-12-01,2025-12,Python,Go
28,48,0.41,2025-12-01,2025-12,Java,C++
4,10,1.4,2025-12-01,2025-12,JavaScript,JavaScript
40,44,0.27,2025-12-01,2025-12,Rust,C++
39,28,0.16,2025-12-01,2025-12,Python,Java
4,27,1.23,2025-12-01,2025-12,JavaScript,JavaScript
26,46,0.29,2025-12-01,2025-12,C++,Python
43,41,0.23,2025-12-01,2025-12,JavaScript,C++
27,48,0.32,2025-12-01,2025-12,JavaScript,C++
30,43,0.3,2025-12-01,2025-12,Go,JavaScript
46,28,0.37,2025-12-01,2025-12,Python,Java
37,20,1.22,2025-12-01,2025-12,Go,Go
1,32,0.39,2025-12-01,2025-12,C++,TypeScript
47,48,0.29,2025-12-01,2025-12,TypeScript,C++
36,13,0.23,2025-12-01,2025-12,Python,Java
6,50,0.31,2025-12-01,2025-12,Java,JavaScript
33,49,1.05,2025-12-01,2025-12,C++,C++
44,49,1.06,2025-12-01,2025-12,C++,C++
